,userid
2496,986680
2497,986885
2498,986964
2499,987326
2500,987511
2501,988397
2502,988470
2503,989280
2504,989419
2505,989737
2506,990246
2507,990256
2508,991757
2509,992296
2510,993863
2511,993960
2512,994366
2513,994689
2514,997270
2515,997597
2516,998018
2517,998077
2518,998078
2519,998178
2520,998778
2521,998793
2522,999013
2523,999428
2524,1002006
2525,1003269
2526,1004378
2527,1004461
2528,1004615
2529,1004784
2530,1006257
2531,1006262
2532,1007707
2533,1009129
2534,1009344
2535,1009433
2536,1010054
2537,1010624
2538,1010634
2539,1011194
2540,1011503
2541,1012744
2542,1014153
2543,1014828
2544,1016344
2545,1017892
2546,1018885
2547,1019570
2548,1019802
2549,1020025
2550,1021060
2551,1022069
2552,1023051
2553,1023065
2554,1023993
2555,1025658
2556,1026314
2557,1026441
2558,1026568
2559,1026627
2560,1026644
2561,1027515
2562,1028610
2563,1029537
2564,1029751
2565,1029804
2566,1029899
2567,1030423
2568,1031286
2569,1032468
2570,1032843
2571,1033006
2572,1033436
2573,1033646
2574,1035062
2575,1035355
2576,1035862
2577,1035885
2578,1036302
2579,1037468
2580,1038503
2581,1040415
2582,1040574
2583,1040588
2584,1040726
2585,1041386
2586,1041723
2587,1041957
2588,1042078
2589,1043080
2590,1043691
2591,1044174
2592,1044194
2593,1044331
2594,1044925
2595,1045241
2596,1045785
2597,1045894
2598,1046170
2599,1047238
2600,1047726
2601,1048136
2602,1048172
2603,1050607
2604,1053343
2605,1053526
2606,1053550
2607,1054823
2608,1054858
2609,1055084
2610,1056774
2611,1056805
2612,1056951
2613,1057040
2614,1057071
2615,1057288
2616,1057512
2617,1057818
2618,1058188
2619,1058234
2620,1059038
2621,1059060
2622,1059449
2623,1060307
2624,1061378
2625,1063009
2626,1063744
2627,1063993
2628,1064247
2629,1064313
2630,1064798
2631,1065555
2632,1068284
2633,1068725
2634,1069193
2635,1070259
2636,1070344
2637,1070727
2638,1070990
2639,1071081
2640,1071288
2641,1071376
2642,1072048
2643,1072107
2644,1072167
2645,1072202
2646,1072352
2647,1073011
2648,1073409
2649,1073890
2650,1075379
2651,1075669
2652,1076111
2653,1076691
2654,1076855
2655,1079068
2656,1079294
2657,1079711
2658,1082299
2659,1082808
2660,1084311
2661,1085001
2662,1085487
2663,1085534
2664,1085590
2665,1086125
2666,1086963
2667,1087363
2668,1087589
2669,1088122
2670,1088339
2671,1088346
2672,1088700
2673,1088722
2674,1089096
2675,1089784
2676,1089920
2677,1091415
2678,1092521
2679,1092645
2680,1092747
2681,1093697
2682,1094221
2683,1094368
2684,1095291
2685,1097641
2686,1097923
2687,1097948
2688,1099592
2689,1099750
2690,1102922
2691,1102945
2692,1103156
2693,1103271
2694,1103331
2695,1105325
2696,1105560
2697,1105693
2698,1105925
2699,1108592
2700,1109857
2701,1110214
2702,1110502
2703,1110810
2704,1111374
2705,1111403
2706,1112239
2707,1112941
2708,1115612
2709,1116478
2710,1117067
2711,1117713
2712,1118304
2713,1118933
2714,1119766
2715,1121731
2716,1122596
2717,1122694
2718,1123658
2719,1123807
2720,1124152
2721,1124325
2722,1124529
2723,1125309
2724,1125834
2725,1125924
2726,1126107
2727,1127585
2728,1127899
2729,1128105
2730,1128906
2731,1132264
2732,1133225
2733,1133497
2734,1133539
2735,1134600
2736,1134686
2737,1135085
2738,1135338
2739,1135460
2740,1135744
2741,1136057
2742,1138092
2743,1138202
2744,1138372
2745,1138568
2746,1139323
2747,1140133
2748,1140366
2749,1141805
2750,1143519
2751,1144167
2752,1144295
2753,1144701
2754,1144746
2755,1146596
2756,1149115
2757,1149151
2758,1149361
2759,1149438
2760,1149755
2761,1150296
2762,1150555
2763,1151458
2764,1151719
2765,1152533
2766,1153082
2767,1153197
2768,1153831
2769,1154199
2770,1155337
2771,1155389
2772,1155523
2773,1155960
2774,1155972
2775,1156537
2776,1156561
2777,1156892
2778,1156943
2779,1157111
2780,1157507
2781,1157891
2782,1158405
2783,1158584
2784,1158800
2785,1159002
2786,1160121
2787,1160325
2788,1160348
2789,1160476
2790,1161996
2791,1161999
2792,1163131
2793,1163435
2794,1163523
2795,1164631
2796,1165453
2797,1165685
2798,1166131
2799,1166343
2800,1166788
2801,1166793
2802,1167902
2803,1168690
2804,1168740
2805,1169186
2806,1169618
2807,1171173
2808,1171725
2809,1172212
2810,1172420
2811,1173231
2812,1173594
2813,1173980
2814,1174146
2815,1174240
2816,1174699
2817,1175020
2818,1175029
2819,1175088
2820,1175205
2821,1175974
2822,1175999
2823,1177057
2824,1177806
2825,1178397
2826,1180254
2827,1180448
2828,1181708
2829,1181822
2830,1181972
2831,1182019
2832,1182105
2833,1182970
2834,1183064
2835,1183893
2836,1184034
2837,1184085
2838,1185309
2839,1187632
2840,1188896
2841,1190330
2842,1190670
2843,1190696
2844,1192400
2845,1192417
2846,1192775
2847,1192906
2848,1193027
2849,1195046
2850,1197862
2851,1199032
2852,1199446
2853,1200152
2854,1200849
2855,1202505
2856,1203181
2857,1203395
2858,1203478
2859,1205803
2860,1207442
2861,1207988
2862,1209497
2863,1209774
2864,1210123
2865,1210465
2866,1210838
2867,1212275
2868,1212648
2869,1213514
2870,1213560
2871,1213749
2872,1217009
2873,1218942
2874,1219226
2875,1220139
2876,1220278
2877,1221920
2878,1222128
2879,1222137
2880,1222699
2881,1222718
2882,1224376
2883,1225023
2884,1225490
2885,1225760
2886,1227532
2887,1230409
2888,1230975
2889,1231501
2890,1233383
2891,1235639
2892,1235774
2893,1236123
2894,1236437
2895,1236839
2896,1236931
2897,1237720
2898,1237927
2899,1237981
2900,1238375
2901,1238724
2902,1239700
2903,1241220
2904,1241226
2905,1241543
2906,1241579
2907,1241759
2908,1241994
2909,1242382
2910,1243955
2911,1244424
2912,1244795
2913,1248908
2914,1249246
2915,1250000
2916,1250255
2917,1250267
2918,1250734
2919,1250736
2920,1253117
2921,1254859
2922,1254969
2923,1256692
2924,1256754
2925,1256901
2926,1257066
2927,1257783
2928,1258001
2929,1258261
2930,1258747
2931,1259438
2932,1259560
2933,1259628
2934,1259832
2935,1260727
2936,1261611
2937,1262084
2938,1262178
2939,1262433
2940,1262878
2941,1263816
2942,1263957
2943,1264357
2944,1266382
2945,1266548
2946,1267038
2947,1267816
2948,1268855
2949,1269228
2950,1269460
2951,1273324
2952,1273962
2953,1274130
2954,1274414
2955,1274951
2956,1275062
2957,1275162
2958,1275734
2959,1275972
2960,1276040
2961,1277153
2962,1277416
2963,1277769
2964,1278007
2965,1278121
2966,1278347
2967,1278372
2968,1278737
2969,1279035
2970,1279169
2971,1279270
2972,1279539
2973,1280046
2974,1280094
2975,1280645
2976,1282420
2977,1283453
2978,1284459
2979,1284955
2980,1285656
2981,1285950
2982,1286423
2983,1286676
2984,1286899
2985,1287198
2986,1287552
2987,1287672
2988,1288052
2989,1288083
2990,1288086
2991,1288250
2992,1288597
2993,1288959
2994,1289136
2995,1289380
2996,1290070
2997,1291252
2998,1292063
2999,1292151
3000,1292447
3001,1292689
3002,1292786
3003,1292858
3004,1293315
3005,1293323
3006,1293922
3007,1294347
3008,1294439
3009,1294856
3010,1294859
3011,1295316
3012,1295560
3013,1295705
3014,1295999
3015,1296652
3016,1296733
3017,1297047
3018,1297363
3019,1299900
3020,1300083
3021,1300432
3022,1301117
3023,1301415
3024,1302806
3025,1302854
3026,1303372
3027,1304413
3028,1304567
3029,1304662
3030,1304762
3031,1305343
3032,1305602
3033,1305788
3034,1306827
3035,1308255
3036,1309312
3037,1310392
3038,1310393
3039,1310964
3040,1311622
3041,1312573
3042,1312732
3043,1312901
3044,1312914
3045,1313429
3046,1313513
3047,1313961
3048,1314295
3049,1314417
3050,1315148
3051,1315210
3052,1315250
3053,1317309
3054,1317331
3055,1317352
3056,1317388
3057,1317421
3058,1317707
3059,1318614
3060,1318763
3061,1318840
3062,1318917
3063,1319840
3064,1320186
3065,1320425
3066,1320500
3067,1321213
3068,1321254
3069,1321315
3070,1321324
3071,1321335
3072,1321716
3073,1321817
3074,1321934
3075,1322008
3076,1322145
3077,1322409
3078,1322665
3079,1322856
3080,1322999
3081,1323024
3082,1323184
3083,1323278
3084,1323654
3085,1324029
3086,1324210
3087,1325399
3088,1325586
3089,1325927
3090,1326331
3091,1327049
3092,1327397
3093,1327668
3094,1327836
3095,1328193
3096,1328223
3097,1329368
3098,1330099
3099,1330811
3100,1331104
3101,1332165
3102,1332879
3103,1333445
3104,1333809
3105,1334099
3106,1334757
3107,1335209
3108,1335369
3109,1336274
3110,1336396
3111,1336434
3112,1336779
3113,1336885
3114,1337122
3115,1337494
3116,1337590
3117,1338211
3118,1339207
3119,1339756
3120,1340372
3121,1340483
3122,1341875
3123,1342042
3124,1342658
3125,1342894
3126,1342897
3127,1342940
3128,1343674
3129,1343920
3130,1344034
3131,1344867
3132,1345509
3133,1347048
3134,1347578
3135,1347728
3136,1349780
3137,1350012
3138,1350181
3139,1350519
3140,1351007
3141,1351653
3142,1351739
3143,1351907
3144,1352029
3145,1352126
3146,1353145
3147,1353612
3148,1354102
3149,1354635
3150,1355872
3151,1356295
3152,1356342
3153,1357161
3154,1358034
3155,1358532
3156,1358766
3157,1358784
3158,1359064
3159,1359909
3160,1360370
3161,1361000
3162,1361628
3163,1361768
3164,1362066
3165,1362391
3166,1362500
3167,1362829
3168,1364398
3169,1365109
3170,1368267
3171,1369276
3172,1369535
3173,1369612
3174,1371548
3175,1371627
3176,1371951
3177,1372778
3178,1373766
3179,1373969
3180,1375018
3181,1375104
3182,1375243
3183,1376562
3184,1376584
3185,1377136
3186,1377399
3187,1377817
3188,1378110
3189,1379054
3190,1379950
3191,1380073
3192,1382169
3193,1382232
3194,1382722
3195,1383742
3196,1384656
3197,1385237
3198,1386057
3199,1386245
3200,1386870
3201,1387651
3202,1391090
3203,1391567
3204,1393463
3205,1394108
3206,1394584
3207,1395278
3208,1395664
3209,1397018
3210,1399295
3211,1400298
3212,1401228
3213,1402940
3214,1404723
3215,1404848
3216,1409216
3217,1412613
3218,1414026
3219,1414805
3220,1417543
3221,1418401
3222,1419152
3223,1420225
3224,1420323
3225,1421246
3226,1421878
3227,1422332
3228,1423602
3229,1423761
3230,1424295
3231,1425673
3232,1425870
3233,1425894
3234,1426872
3235,1429448
3236,1429796
3237,1429949
3238,1430342
3239,1432404
3240,1434802
3241,1434885
3242,1435687
3243,1435991
3244,1436698
3245,1436988
3246,1437191
3247,1440659
3248,1440818
3249,1441135
3250,1441222
3251,1442410
3252,1443509
3253,1444594
3254,1445707
3255,1446013
3256,1448046
3257,1450462
3258,1450959
3259,1452563
3260,1455283
3261,1456057
3262,1456165
3263,1456880
3264,1457048
3265,1457326
3266,1457501
3267,1458222
3268,1458940
3269,1459176
3270,1459366
3271,1460187
3272,1461298
3273,1461757
3274,1463225
3275,1463365
3276,1464746
3277,1465972
3278,1466160
3279,1466205
3280,1466616
3281,1467860
3282,1467930
3283,1470647
3284,1472540
3285,1472676
3286,1474107
3287,1474230
3288,1474378
3289,1474410
3290,1476479
3291,1477894
3292,1478926
3293,1479015
3294,1479367
3295,1480580
3296,1480955
3297,1481935
3298,1484508
3299,1484662
3300,1485574
3301,1488776
3302,1489377
3303,1489664
3304,1489727
3305,1490389
3306,1492490
3307,1493926
3308,1495804
3309,1496735
3310,1498202
3311,1498508
3312,1499547
3313,1500575
3314,1501056
3315,1501063
3316,1501208
3317,1501228
3318,1502491
3319,1502583
3320,1504882
3321,1506454
3322,1507267
3323,1508868
3324,1509319
3325,1510778
3326,1512717
3327,1514825
3328,1516151
3329,1516279
3330,1517477
3331,1517672
3332,1518437
3333,1520731
3334,1524428
3335,1524649
3336,1527939
3337,1533180
3338,1533704
3339,1535418
3340,1535475
3341,1535553
3342,1537116
3343,1537121
3344,1537140
3345,1537526
3346,1538560
3347,1538847
3348,1539334
3349,1545999
3350,1546008
3351,1546759
3352,1546826
3353,1549389
3354,1550890
3355,1551117
3356,1551181
3357,1551336
3358,1553272
3359,1553598
3360,1555206
3361,1558021
3362,1558491
3363,1558732
3364,1561853
3365,1561886
3366,1561951
3367,1562037
3368,1562897
3369,1563698
3370,1563912
3371,1564934
3372,1567739
3373,1570038
3374,1570071
3375,1571015
3376,1571341
3377,1571509
3378,1571956
3379,1575157
3380,1576443
3381,1577379
3382,1578339
3383,1582671
3384,1582903
3385,1584965
3386,1585197
3387,1586445
3388,1586722
3389,1588190
3390,1589398
3391,1590600
3392,1591691
3393,1591848
3394,1592228
3395,1592998
3396,1593195
3397,1594543
3398,1595284
3399,1595392
3400,1595875
3401,1595888
3402,1596072
3403,1596301
3404,1596658
3405,1601710
3406,1603071
3407,1603432
3408,1604190
3409,1607609
3410,1609565
3411,1613106
3412,1615234
3413,1617839
3414,1618667
3415,1619064
3416,1619755
3417,1620348
3418,1620703
3419,1622062
3420,1623321
3421,1625201
3422,1625809
3423,1625875
3424,1626856
3425,1626956
3426,1628113
3427,1628506
3428,1630491
3429,1630576
3430,1631600
3431,1633816
3432,1633886
3433,1634309
3434,1634641
3435,1634692
3436,1634707
3437,1634717
3438,1635023
3439,1636270
3440,1636448
3441,1636523
3442,1636764
3443,1636963
3444,1637089
3445,1637352
3446,1637402
3447,1637749
3448,1637866
3449,1638220
3450,1638510
3451,1638733
3452,1639376
3453,1640554
3454,1640896
3455,1641409
3456,1642336
3457,1642902
3458,1644076
3459,1644259
3460,1646516
3461,1646955
3462,1647106
3463,1647989
3464,1648591
3465,1648703
3466,1649198
3467,1649294
3468,1649763
3469,1649890
3470,1649970
3471,1650233
3472,1650985
3473,1651396
3474,1651587
3475,1653064
3476,1654355
3477,1654414
3478,1655996
3479,1656492
3480,1657423
3481,1657702
3482,1658306
3483,1660405
3484,1665164
3485,1665231
3486,1665504
3487,1667007
3488,1667164
3489,1670296
3490,1670764
3491,1671773
3492,1672913
3493,1674634
3494,1674770
3495,1677982
3496,1678105
3497,1678996
3498,1681052
3499,1682803
3500,1683171
3501,1684816
3502,1685482
3503,1690733
3504,1692251
3505,1692279
3506,1693027
3507,1693080
3508,1695079
3509,1695084
3510,1695142
3511,1696193
3512,1697080
3513,1697236
3514,1698539
3515,1698936
3516,1699732
3517,1701138
3518,1702201
3519,1703419
3520,1704448
3521,1705637
3522,1707902
3523,1708947
3524,1710406
3525,1712998
3526,1713337
3527,1715142
3528,1715259
3529,1715910
3530,1716179
3531,1716489
3532,1716964
3533,1717844
3534,1720010
3535,1721246
3536,1723750
3537,1724995
3538,1725629
3539,1726386
3540,1727728
3541,1728990
3542,1729199
3543,1729868
3544,1733298
3545,1734664
3546,1734817
3547,1735660
3548,1736016
3549,1736076
3550,1736162
3551,1736373
3552,1736737
3553,1738816
3554,1739249
3555,1739600
3556,1739639
3557,1742507
3558,1743268
3559,1744703
3560,1744741
3561,1745867
3562,1746124
3563,1746622
3564,1747463
3565,1748154
3566,1748376
3567,1749007
3568,1751775
3569,1751850
3570,1753955
3571,1755665
3572,1757402
3573,1758434
3574,1758876
3575,1762129
3576,1765237
3577,1768407
3578,1769190
3579,1770340
3580,1771515
3581,1771993
3582,1772205
3583,1772612
3584,1774479
3585,1774687
3586,1775444
3587,1775735
3588,1775901
3589,1776159
3590,1776581
3591,1777845
3592,1778285
3593,1780282
3594,1781899
3595,1783452
3596,1783800
3597,1784321
3598,1784769
3599,1786990
3600,1788259
3601,1788818
3602,1790850
3603,1791419
3604,1791898
3605,1792478
3606,1792525
3607,1792625
3608,1794631
3609,1794766
3610,1795501
3611,1797037
3612,1797097
3613,1798152
3614,1798351
3615,1798910
3616,1799520
3617,1800343
3618,1800361
3619,1800506
3620,1801813
3621,1802189
3622,1805102
3623,1805163
3624,1805645
3625,1807361
3626,1807984
3627,1808593
3628,1808923
3629,1809513
3630,1809700
3631,1812185
3632,1812521
3633,1813019
3634,1813457
3635,1813610
3636,1817164
3637,1817633
3638,1818269
3639,1819015
3640,1819563
3641,1820374
3642,1822272
3643,1823364
3644,1825313
3645,1825906
3646,1826863
3647,1828410
3648,1831207
3649,1831834
3650,1832263
3651,1832635
3652,1832643
3653,1833107
3654,1833159
3655,1834103
3656,1834666
3657,1835637
3658,1835706
3659,1836131
3660,1836389
3661,1837980
3662,1839108
3663,1839134
3664,1839769
3665,1840130
3666,1840449
3667,1842778
3668,1843335
3669,1845892
3670,1846726
3671,1847662
3672,1850346
3673,1851040
3674,1851318
3675,1852268
3676,1852270
3677,1854063
3678,1856517
3679,1856740
3680,1857058
3681,1857093
3682,1859941
3683,1860311
3684,1861088
3685,1863119
3686,1863204
3687,1863259
3688,1864015
3689,1865418
3690,1866562
3691,1868432
3692,1870100
3693,1870365
3694,1873144
3695,1873416
3696,1877638
3697,1877730
3698,1878537
3699,1879163
3700,1880934
3701,1881136
3702,1881246
3703,1882088
3704,1882308
3705,1883271
3706,1883306
3707,1884050
3708,1884255
3709,1885168
3710,1885295
3711,1885794
3712,1885898
3713,1886378
3714,1886489
3715,1886509
3716,1887305
3717,1887965
3718,1888540
3719,1893914
3720,1894279
3721,1894708
3722,1895261
3723,1895899
3724,1899058
3725,1899462
3726,1901227
3727,1901445
3728,1901743
3729,1902431
3730,1902462
3731,1904194
3732,1904415
3733,1904904
3734,1905277
3735,1905858
3736,1906573
3737,1907705
3738,1912908
3739,1912938
3740,1914360
3741,1917341
3742,1918498
3743,1918674
3744,1919250
3745,1919276
3746,1920137
3747,1920594
3748,1920976
3749,1921432
3750,1921845
3751,1923742
3752,1926009
3753,1926010
3754,1927279
3755,1928165
3756,1931089
3757,1932766
3758,1933069
3759,1934386
3760,1936811
3761,1936946
3762,1937806
3763,1938105
3764,1938122
3765,1938562
3766,1939859
3767,1943378
3768,1943527
3769,1944581
3770,1944671
3771,1946403
3772,1946638
3773,1948661
3774,1949627
